Video Show,Show year,Location,Key Execs,Key Board Members,Key Advisory Board Members,Key Investors,Key Partnerships,Key Customers,Company Details,Company Profile,Url,Logo,Embed Code
Pixeliris,2014,Europe,Emmanuel Ruiz (CEO & Head of Innovation),"Angela Encarnacion (President), Emmanuel Ruiz (CEO & Head of Innovation), Christian Ruiz (Marketing Director)",,,,,"<strong>Website: </strong><a target=""_blank"" href=""http://copsonic.com"">copsonic.com</a><br>
                  <strong>Blog:</strong> <a href=""http://blog.pixeliris.com"" target=""_blank"">blog.pixeliris.com</a><br>
                      <br>
                               <strong> HQ: </strong>Montauban,  France<br>
 <strong>Founded:</strong> April 1989<br>
<strong>Product Demoed: </strong>CopSonic<br>
<strong>Product Launch: </strong>September  2013<br>
<strong>Metrics: </strong>€210,000 in capital, 11 employees in France, 120  engineers around the world<br>
              <strong>Presenters: </strong>Christian Ruiz (Sales Manager), Emmanuel Ruiz (CEO &amp; Head of Innovation)","                      <strong>How they describe themselves: </strong>Pixeliris  is a company with services in the area of technology marketing. The company  started 15 years ago proposing audio software and has been increasing ever  since with services and research in the area of digital development.<br>                      <br>Pixeliris Labs is Pixeliris' R&amp;D laboratory that has been working over the  past 5 years on different high-tech technologies, including contactless  communication protocols between smart devices. This research has resulted in  several patents in the area of sonic and ultrasonic communication between smart  devices.</p>                    <p><strong>How they describe their product/innovation:</strong> CopSonic is  the first universal contactless mobile payment system powered by our unique  technology. It is based on sonic communication transiting through the devices’  speakers and microphones. Therefore, our technology is compatible with 100% of  existing phones and smartphones, unlike NFC technologies. Several patents have  been filed with regard to the security of the transaction.<br>                        <br>                      Our technology allows peer-to-peer transactions between feature phones and  smartphones but also enables online passwordless authentication turning the  devices into security dongles.<br>  <br>                      We developed an SDK that allows third-party companies to integrate the modules  and, therefore, create a business model based on transaction fees or licenses.</p>",http://www.finovate.com/europe14vid/pixeliris.html,http://www.finovate.com/europe14vid/logos/Pixeliris.jpg,//fast.wistia.net/embed/iframe/tbyyul8x5x
Red Zebra Analytics,2014,Europe,"Attul Sehgal (CEO), Manuel Ho (COO), Bal Balalji (CTO)","Dr. Thomas Altenhain, Matteo Rizzi",,SBT Ventures,"Vipera, Ballabs",Wuestenrot Bank AG Pfandbriefbank / Wuestenrot & Wuerttembergische AG,"<strong>Website: </strong><a target=""_blank"" href=""http://redzebra-analytics.com"">redzebra-analytics.com</a><br>
                      <br>
                               <strong> HQ: </strong>London, UK<br>
                               <strong>Founded: </strong>August 2011<br>
                               <strong>Product Demoed: </strong>Bank Offers  Tool<br>
                               <strong>Product Launch: </strong>January 2014<br>
                      <strong>Metrics: </strong>money raised: £1.6M, employees: 10<br>
                      <strong>Presenters:</strong> Attul Sehgal (CEO), Ina Meixner (Marketing Manager, Europe)","                      <strong>How they describe themselves: </strong>Red  Zebra Analytics is a company that has created a new type of loyalty program. We  call it 3D OFFERS because Consumers, Merchants and Retail Banks benefit from  every offer. 3D OFFERS is a system that allows merchants to place cash-back  offers in the digital banking environment, in a way that is highly sensitive to  customer needs and compliant with restrictive data and privacy protection  policies.</p>                    <p><strong>How they describe their product/innovation:</strong> An Online  and Mobile Offers Platform for Banks. It allows merchants to place  targeted offers on the online banking experience, also accessible through mobile  devices. The product is first launched in 2014 with Wuestenrot Bank AG  Pfandbriefbank, Ludwigsburg, Germany.</p>",http://www.finovate.com/europe14vid/redzebra-analytics.html,http://www.finovate.com/europe14vid/logos/RedZebra.png,//fast.wistia.net/embed/iframe/iivxt0cdxu
AdviceGames,2014,Europe,"Diederick Van Thiel (CEO), Rosali Steenkamer (COO)",,Professor W.F. van Raaij,"Ecology, Bionda","GfK Research, GfK NOP, Tilburg University",,"<strong>Website: </strong><a target=""_blank"" href=""http://advicegames.com"">advicegames.com</a><br>
                      <br>
                               <strong> HQ:</strong> Amsterdam, The Netherlands<br>
                               <strong>Founded: </strong>December 24, 2013<br>
                               <strong>Product Demoed: </strong>Virtual  Guardian Angel for Financial Advisors<br>
                               <strong>Product Launch: </strong>February 11,  2014<br>
                               <strong>Metrics: </strong>In 2013 we sold eyeOpen to Aegon/Transamerica.  The buyout fee is being invested into AdviceGames to develop the virtual  guardian angel for the Dutch, UK and US markets. We run offices in Amsterdam,  London and San Francisco.<br>
                               <strong>Presenters: </strong>Diederick Van Thiel (CEO), Rosali Steenkamer (COO)","                    <strong>How they describe themselves: </strong>In 2013, Australian, Canadian, Dutch,  Norwegian and UK regulators all introduced a ban on commission payments for  financial advice concerning long-term products and services. The objective of  such legislation was to increase the transparency of financial advisory  services. We have developed a highly specialised cloud-based financial customer  experience platform to support the Banks, Insurers and Financial Advisors to  lead the consumer game in these fast changing advisory markets. The artificial  intelligence platform provides the opportunity to build a €100 million EBIT/DA  business.                    <p><strong>How they describe their product/innovation:</strong> AdviceGames developed the World’s first Virtual Guardian (Advisors)  Angel, namely - an intelligent Financial Experience Cloud Platform (FECP). This  platform offers two high end services which gives Banks, Insurers and IFAs the  tools they require to once again successfully serve these markets.<br>                        <br>                      Firstly it offers the World’s first academic  and interactive omnichannel performance monitor - the NIFA (National Index for  Financial Advice) Suite. Secondly the VGA offers an online loyalty store, which  provides a cloud-based angel offering designed to improve consumer experience  leading to breakthrough customer loyalty.</p>",http://www.finovate.com/europe14vid/advicegames.html,http://www.finovate.com/europe14vid/logos/AdviceGames.jpg,//fast.wistia.net/embed/iframe/l9efu7rg5t
Device Ident,2014,Europe,"Roberto Valerio (CEO), Felix Eckhardt (CTO)","Marc Berg (CEO, Finnovato)","Paul Jozefak (CEO, Liquid Labs), Michael Backes (CTO, Liquid Labs)","Otto Group (Hamburg, Germany)",,,"<strong>Website: </strong><a target=""_blank"" href=""http://deviceident.com"">deviceident.com</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/deviceident"" target=""_blank"">@deviceident</a><strong> HQ: </strong>Hamburg, Germany<br>
                  <strong>Founded: </strong>2013<br>
                  <strong>Product Demoed: </strong>Fraud  Manager<br>
                  <strong>Product Launch: </strong>February  2014<br>
                  <strong>Metrics:</strong> Series-A  Financing by the Otto Group, Europe's second largest online retailer. More than  20 clients out of the Top 250 online retail industry.<br>
                  <strong>Presenters: </strong>Felix Eckhardt (CTO), Roberto Valerio (CEO)","                      <strong>How they describe themselves: </strong>Device Ident offers self-developed anti-fraud  software solutions for companies within the retail, digital goods, payment, and  financial services sector. The company’s product portfolio includes  device-fingerprinting and behavioral-analytics services. The new key product is  Fraud Manager, a locally installed fraud analytics software that supports  automatic fraud identification based on machine learning and graph data  structures.</p>                    <p><strong>How they describe their product/innovation:</strong> Fraud Manager is a sophisticated software solution to identify and  analyze fraud within online transactions. The software can be used to recognize  and find new fraud patterns within your e-commerce and financial services business.<br>                        <br>                      It uses fuzzy matching algorithms and graph database technology to identify  fraudulent transactions in real time. Additionally it combines geolocation and  map services from different vendors to visualize and compare locations of  orders, customers, and shipping addresses.<br>  <br>                      February 2014 marks the first use by pilot  customers from e-commerce and financial services.</p>",http://www.finovate.com/europe14vid/deviceident.html,http://www.finovate.com/europe14vid/logos/DeviceIdent.jpg,//fast.wistia.net/embed/iframe/zqt44v41a5
Toshl,2014,Europe,"Matic Bitenc (CEO), Miha Hribar (CTO)",,,"500 Startups (Dave McClure & Christine Tsai), Andre Charland, Dave Johnson (founders of PhoneGap)",,,"<strong>Website: </strong><a target=""_blank"" href=""http://toshl.com"">toshl.com</a><br>
                  <strong>Blog:</strong> <a href=""http://toshl.com/blog"" target=""_blank"">toshl.com/blog</a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/Toshl"" target=""_blank"">@Toshl</a><br>
                      <br>
                               <strong> HQ: </strong>Kranj, Slovenia &amp; Mountain View, CA, USA<br>
                               <strong>Founded: </strong>April 2012<br>
                               <strong>Product Demoed: </strong>Toshl  Finance<br>
                               <strong>Product Launch: </strong>March 2013<br>
                      <strong>Metrics: </strong>8  employees, 1.5M registered users<br>
                      <strong>Presenters: </strong>Matic Bitenc (CEO), Miha Hribar (CTO)","                      <strong>How they describe themselves: </strong>Toshl Finance is  a personal finance manager made fun. Find out where your money is going, keep  on top of bills and spending, set up budgets and live easy with a financial  peace of mind.</p>                    <p><strong>How they  describe their product/innovation:</strong> One  of the main problems of personal finance is that it's annoying to most people  and they get quickly discouraged. Our aim is to provide more positive feedback  and create content based on user's data that is fun and makes them come back,  despite the possibly harsh realities of their financial situation.<br>                        <br>                      Toshl imports the data from a user's online bank, automatically categorises it  and produces great content with loads of humour, while still making sure they’re  on the right financial track. <br>                      </p>                    <p>You can keep  tabs on your finances using the Toshl web app or our native mobile apps, all in  sync with each other.<br>                                        </p>",http://www.finovate.com/europe14vid/toshl.html,http://www.finovate.com/europe14vid/logos/Toshl.jpg,//fast.wistia.net/embed/iframe/eudh1sg13h
fastacash,2014,Europe,"Vince Tallent (CEO & Chairman), Shankar Narayanan (Chief Innovation & Product Officer & Co-Founder), Peter Harkin (CFO), Radhika Angara (CMO), Gilberto Arredondo (CCO), Michael Wee (Creative Director & Co-Founder)","Vince Tallent (CEO & Chairman), Shankar Narayanan (Chief Innovation & Product Officer & Co-Founder), Krishna Angara (Board Member), Amit Anand (Board Member), Janice Roberts (Board Member), Pat McVeigh (Board Member)","Samuel Leinhardt (Strategic Advisor), Brad Jones (Strategic Advisor), Aaron Chipper (Engineering Advisor), Enoch Chng (Regulatory & Governance Advisor)","Funding the Future, Jungle Ventures, Spring SEEDS Capital",,"DOKU, VFX Financial, UNISTREAM, BICS, Credoks","<strong>Website: </strong><a target=""_blank"" href=""http://fastacash.com"">fastacash.com</a><strong><br>
                Twitter:</strong> <a href=""http://twitter.com/fastacash"" target=""_blank"">@fastacash</a><br>
                      <br>
                               <strong> HQ: </strong>Singapore <br>
                               <strong>Founded: </strong>April 2012 <br>
                               <strong>Product Demoed: </strong>fastacash™ <br>
                               <strong>Product Launch: </strong>September 2013<br>
                      <strong>Metrics: </strong>$4.5M between Seed Round  and Series A, 17 employees<br>
                      <strong>Presenters: </strong>Vince Tallent (Chairman &amp; CEO), Gilberto Arredondo (Chief Commercial Officer) ","                    <strong>How they describe themselves: </strong>fastacash™ provides a  global social platform which allows users to transfer value (money, airtime,  other tokens of value, etc.) along with content (photos, videos, audio,  messages, etc.) through social networks and messaging platforms. The company  has developed a patent pending link generation technology that enables the  value transfer with a secure link.                    <p>As a technology enabler, fastacash™  partners with companies and brands in the payments, remittance, consumer  products, social, and gaming industries to bring its technology to end-users. The company recently  launched its showcase service in the United Kingdom (international remittances  from the UK to Kenya) through a partnership with VFX Financial. It also  launched in Indonesia (domestic money transfers) in November, with partner,  DOKU, a leading PSP. The company is preparing to launch in Russia with  UNISTREAM.</p>",http://www.finovate.com/europe14vid/fastacash.html,http://www.finovate.com/europe14vid/logos/fastacash.jpg,//fast.wistia.net/embed/iframe/r6tbw9846r
SoftWear Finance,2014,Europe,"Pavel Malyshev (CEO), Igor Dubovoy (Director, Development & New Business)",,,,,,"<strong>Website: </strong><a target=""_blank"" href=""http://softwearfinance.com"">softwearfinance.com</a><br>
                    <strong>Blog:</strong> <a href=""http://blog.softwearfinance.ru%20"" target=""_blank"">blog.softwearfinance.ru </a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/softwearfinance"" target=""_blank"">@softwearfinance</a><br>
                      <br>
                               <strong> HQ: </strong>Saint Petersburg, Russia <br>
                               <strong>Founded: </strong>April  2012 <br>
                               <strong>Product Demoed: </strong>hacu<br>
                      <strong>Product Launch: </strong>June 2013<br>
                      <strong>Presenters: </strong>Pavel Malyshev (CEO), Igor Dubovoy (Director, Development &amp; New Business)","                    <strong>How they describe themselves: </strong>The motivating concept underlying the  creation of SoftWear Finance was simple: gather together under one roof a group  of the most talented specialists in innovative IT design and development. With  the team’s collective experience in the design of remote banking services  totaling several decades, the young company’s portfolio includes successfully  implemented projects for major Russian banks, as well as an impressive number  of projects for some of the most well-known vendors of banking software.                     <p>The company’s field of expertise  ranges from online banking to banking services for mobile platforms, terminals,  and Smart TV. During the course of 2013, SoftWear Finance introduced a number  of the company’s own software products for remote banking.</p>                    <p><strong>How they describe their product/innovation:</strong> With the hacu platform, a bank can  provide customers with the best possible user experience on any platform or  device. The sophisticated technology lets a bank promote its products and  services with remarkable ease:</p>                    <ul type=""disc"">                      <li>Easy       integration with Facebook and Foursquare lets banks get to know their       clients better and offer banking services and products more effectively.       For bank customers, hacu makes online banking a welcome essential in their       daily routine.</li>                      <li>A       PFM system that lets bank customers rapidly analyze expenses and income,       while accurately predicting their financial future.</li>                      <li>hacu’s       high performance is rapidly adapted to a bank’s requirements. </li>                      <li>Speed       and convenience for covering web, mobile, Smart TV, and ATM channels       through a single design.</li>                    </ul>",http://www.finovate.com/europe14vid/softwearfinance.html,http://www.finovate.com/europe14vid/logos/Softwear.jpg,//fast.wistia.net/embed/iframe/d7qy4sdvaf
Switchless,2014,Europe,"Founding team: Timothy Stranex, Marcus Swanepoel, Francois Paul, Carel van Wyk, Pieter Heyns, Malan Joubert",,,,,,"<strong>Website: </strong><a target=""_blank"" href=""http://switchless.com"">switchless.com</a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/goswitchless"" target=""_blank"">@goswitchless</a><br>
                      <br>
                               <strong> HQ: </strong>Singapore<br>
                               <strong>Founded: </strong>June 2013<br>
                               <strong>Product Demoed: </strong>Switchless<br>
                      <strong>Product Launch: </strong>January 2014<br>
                      <strong>Presenters: </strong>Marcus Swanepoel (Co-Founder), Timothy Stranex (Co-Founder)","                    <strong>How they describe themselves: </strong>Switchless  develops enterprise Bitcoin software for leading global banks, private wealth  managers and brokerage firms, making it easy for them to bring Bitcoin and  other digital currencies to their customers. We work closely with our clients  to create bespoke end-to-end solutions that are fast, robust and highly secure.                    <p><strong>How they describe their product/innovation:</strong> Our  proprietary modular enterprise software allows for partial or full integration  into existing financial infrastructures, giving financial institutions maximum  flexibility for the unique and complex requirements they face. The following modules  are currently available:</p>                    <p><strong>Broker:</strong> Allows end users to buy and sell Bitcoin using  traditional currencies. Our broker algorithm searches for the best pricing globally  and offers instant and reliable execution.</p>                    <p><strong>Vault:</strong> Allows end users to store their Bitcoin  securely. Our state-of-the-art cold storage system makes use of multi-level  security that substantially increases overall security whilst still delivering  a frictionless end-user experience.</p>                    <p><strong>Merchant: </strong>Allows merchants to accept  Bitcoin as payment for goods or services, guaranteeing conversion of Bitcoin to  traditional currencies at competitive rates. Full integration also means that  end users can easily spend the Bitcoin they have purchased.</p>                    <p><strong>Controller:</strong> Manages the account level  end-user environment. It controls interactions with existing banking  infrastructure such as online banking and KYC verification, the Broker, Vault  and any other Switchless or external modules.</p>                    <p>Our  extensive range of exchange, payment and storage modules give financial institutions  the unique ability to implement entire crypto-currency ecosystems for their  clients.</p>                    <p>At  FinovateEurope we are showcasing a full implementation of our software for a  banking client. This solution allows the bank's customers to buy, sell, save  and spend Bitcoin, all in one easy to use and integrated platform.<br>                        <br>",http://www.finovate.com/europe14vid/switchless.html,http://www.finovate.com/europe14vid/logos/Switchless.jpg,TODO
Topicus Finan,2014,Europe,,"Michiel Schipper (CEO), Evert Jan Stokking (CFO)",,Topicus Finance Holding,We have a teaming agreement in place with ICT consultancy firm Infosys. They can support Topicus Finan implementations in most countries worldwide. Other partners include UNIT4 and the German URA Rating Agency.,"ING Bank, Rabobank, SNS Reaal, van Lanschot Bankiers, URA Rating Agency, SBR Banken","<strong>Website: </strong><a target=""_blank"" href=""http://topicusfinan.com"">topicusfinan.com</a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/TopicusFinan"" target=""_blank"">@TopicusFinan</a><br>
                      <br>
                               <strong> HQ: </strong>Zwolle, Netherlands<br>
                               <strong>Founded: </strong>December 1993<br>
                               <strong>Product Demoed: </strong>Finan Financials<br>
                               <strong>Product Launch: </strong>Finan Financials has been  available since Q3 2012 and in use by banks and hundreds of accountants. The  release of the software, announced in Q4 2013, includes a new portal for  entrepreneurs with dashboarding and powerful, yet fun to use what-if scenarios.<br>
                      <strong>Metrics: </strong>Estimated turnover in 2013  of Topicus Finan is €4.1M with an average of 42 full time employees, 52 current  full time employees at the end of 2013. Estimated turnover of the entire  Topicus group is €40M with an average of 380 full time employees, 420 full time  employees at Topicus in 2014. Topicus is wholly owned and financed by its  founders and current board members.<br>
                      <strong>Presenters: </strong>Michiel Schipper (CEO), Jamie Burink (Senior Consultant Innovative Banking)","                    <strong>How they describe themselves: </strong>Topicus Finan is  an innovative and ambitious IT service provider based in the Netherlands. Our  focus is on supporting business lending value chain integration with innovative  web-based technology. Topicus Finan delivers out-of-the-box solutions for  financial forecasting, credit rating, budgeting, what-if analyses and more. We  believe that the loan origination and review process will evolve from an  in-office process to a value chain effort. We are convinced that self service  is an important factor in keeping operational and risk costs at an affordable  level, while increasing transparency and fit with credit demand. A client, bank,  or accountant will cooperate to ensure an optimal risk structure for a given  loan proposition.                    <p><strong>How they describe their product/innovation:</strong> Self service for business  lending as a service extension to face-to-face advice is something that modern  clients expect from a bank. We are demonstrating the impact of self service.  The entrepreneur has the option of working with what-if scenarios to assess the  financial impact of his investment in real time. A key aspect is that the  entrepreneur is not aware of typical banking complexities. Instead,  communication is centered on concepts he understands, like the cost of a new  machine and turnover growth.</p>",http://www.finovate.com/europe14vid/topicusfinan.html,http://www.finovate.com/europe14vid/logos/TopicusFinan.jpg,//fast.wistia.net/embed/iframe/94l065v23r
Plutus Software,2014,Europe,"Aidil Zulkifli (CEO & Founder), Jagannathan J. (CTO), Shaiful Bahri (VP Operations & Strategy)","Aidil Zulkifli (CEO & Founder, Plutus Software), Tom Duncan (Director, Barclays Bank), Andrew Vranjes (Senior Specialist, Cisco Systems), Rushabh Kothari (Ex Investment Banker & Family Office Manager, Runam Overseas Investment)","Sajid Rahman (Head of Consumer Banking, Standard Chartered Bank), Axel Winter (Head of Global Transaction Architecture Management, Standard Chartered Bank)","SW3 Capital, 8 Capita, angel investors (directors at major financial institutions)",,,"<strong>Website: </strong><a target=""_blank"" href=""http://KreditAja.com"">KreditAja.com</a><br>
                <strong>HQ: </strong>Singapore<br>
                      <strong>Founded: </strong>February  2012<br>
                      <strong>Product Demoed: </strong>KreditAja.com Credit Scoring<br>
                      <strong>Product Launch: </strong>February 2014<br>
                      <strong>Metrics: </strong>S$700,000 raised in seed funding, 15 employees,  approximately $5M in approved loans<br>
                  <strong>Presenters: </strong>Rob Barnes (CMO), Aidil Zulkifli (CEO)","                      <strong>How they describe themselves: </strong>Plutus Software was incorporated in  Singapore in February 2012. We saw a great opportunity to create a web and  mobile ecosystem specifically to cater to the needs of the large and ever  growing consumer finance sector in Asia. Our goal is to develop apps and  platform products that are geared towards fulfilling this objective.</p>                    <p>For our first major overseas  market, Indonesia, our flagship product, LoanGarage.com, is known as  KreditAja.com, and it was launched in May 2013. It aims to empower Indonesian  consumers by acting as a ‘one stop shop’ where they can choose from a curated  selection of various financial products with the best rates available at any  given time and from the most reliable and reputable lenders in the market.</p>                    <p><strong>How they describe their product/innovation:</strong> In addition to the comparison  functionality for the various financial products, KreditAja.com features  predictive analytics to aid both borrowers and lenders. For borrowers, this potentially enables  creditworthy individuals to gain access to financing that they normally would  not be able to obtain based on traditional credit scoring methods. At the  same time, this analytics capability enables lenders on our platform to more  accurately assess the risk of borrowers so as to better price the products that  they are disbursing. Our proprietary credit scoring system  aims to produce a more holistic assessment of a borrower's creditworthiness via  incorporating multiple data sources, including social media.</p>",http://www.finovate.com/europe14vid/kreditaja.html,http://www.finovate.com/europe14vid/logos/PlutusSoftware.jpg,//fast.wistia.net/embed/iframe/wpgu9bk2qv
Misys,2014,Europe,"Balázs Vinnai (General Manager, Digital Channels), József Nyíri (Director of Innovation, Misys Labs), Viktor Bálint (Head of Marketing, Digital Channels)",,,,"Atos, T-Systems, HP, IBM, PayPal, Backbase, Arcot, Ekomini, Gemalto","Alior Sync, ZUNO Bank, Raiffeisen Bank, CIB (Intesa San Paolo), Budapest Bank (GE Money Bank), Unicredit Bank, MKB Bank, Tejarat Bank, National Bank of Oman, Riyad Bank, Saman Bank, Volksbank, Erste Group Bank, Banca Transilvania, Bank of Valletta, Izola Bank, Tinkoff, Lombard, FHB Bank, Banca Comerciala Romana, Bank Austria, Arian Bank, APS Bank, AEGON, UBS, Belfius Bank","<strong>Website: </strong><a target=""_blank"" href=""http://indgroup.eu"">indgroup.eu</a><br>
                  <strong>Twitter:</strong> <a href=""http://twitter.com/indgroup"" target=""_blank"">@indgroup</a><br>
                      <br>
                               <strong> HQ: </strong>London, UK <br>
                               <strong>Founded: </strong>1979<br>
                               <strong>Product Demoed: </strong>Misys  BankFusion Digital: Mobile Banking <br>
                               <strong>Product Launch: </strong>November  2013<br>
                      <strong>Metrics: </strong>offices  in 39 countries, 1800 customers in 120 countries<br>
                      <strong>Presenters:</strong> József Nyíri (Founder &amp; Chief Innovator), Tamás Braun (General Manager, IND UK)","                    <strong>How they describe themselves: </strong>Misys  Digital Channels (formerly IND Group) is a  digital banking, PFM and payments technology software vendor for financial  institutions. Focusing on customer experience, our goal is to evolve e-banking  technology to web 2.0, turning it into a sales and customer engagement  platform. Our unique innovations and multichannel products support banks’  in-development needs caused by the economic slowdown.                    <p><strong>How they describe their product/innovation:</strong> To adapt to younger generations' requirements, Misys delivers a  best-in-class banking app with an innovative drive. With Misys BankFusion  Digital: Mobile Banking, all services are only a few taps away – anytime,  anywhere. Mobile banking has never been so comfortable and easy, yet secure.  The application offers more than just transactional banking: based on customers’  life situations banks are able to deliver personal, targeted offers, turn data  into relevant, visualized information, and provide a user experience like never  before, turning mobile banking into their primary engagement and sales channel.</p>",http://www.finovate.com/europe14vid/misys.html,http://www.finovate.com/europe14vid/logos/Misys.jpg,//fast.wistia.net/embed/iframe/lwbbp5slkm
CRIF,2014,Europe,"Carlo Gherardi (CEO, CRIF), Silvia Ghielmetti (GM, CRIF Decision Solutions), Aldo Bruschi (VP Global Decisioning Business Development & Delivery, CRIF Decision Solutions)",,,,,"Customers span all types and sizes of financial institutions, telco, energy, utilities and other businesses worldwide. Thirty percent of CRIF Credit Framework solutions are cloud, BPO or another type of service managed by CRIF or partners.","<strong>Website: </strong><a target=""_blank"" href=""http://crif.com"">crif.com</a><strong> HQ: </strong>Bologna, Italy <br>
                               <strong>Founded: </strong>1988 <br>
                               <strong>Product Demoed: </strong>CRIF Credit Framework <br>
                               <strong>Product Launch: </strong>Q1 2014<br>
                    <strong>Metrics: </strong>$380 revenue (FY 2012),  1,500 employees, customers in 43 countries, credit bureau solutions in 15  countries, over 30M credit applications and collection cases processed in the  cloud, lending and decision management solutions in 22 countries<br>
                    <strong>Presenters: </strong>Aldo Bruschi (VP), Sheila Donohue (Product Marketing Manager), Gabriele Graziani   (StrategyOne Product Management)","                    <strong>How they describe themselves: </strong>CRIF, a FinTech  100 company, is a leading global credit management solutions firm providing  credit reporting, scoring, loan decisioning, and processing technology to over  2,400 financial institutions of all sizes worldwide. One of the largest loan  origination and onboarding solution providers worldwide, financial institutions  turn to CRIF to allow them to respond quicker, cut costs, make more accurate  decisions, and be compliance-ready. This is achieved through the CRIF Credit  Framework, CRIF’s global offering of technology, predictive analytics, and  know-how to achieve dynamic, optimized, and governable credit processes which  provide real-time responses and confident decisions.                     <p><strong>How they describe their product/innovation:</strong> CRIF’s innovation combines  lending via mobile devices with agile, business user-friendly technology to  ensure business KPIs are met during the sales phase of the lending process. The  demo shows new releases of CRIF Credit Framework’s technology, which is a Smart  Process Application platform built specifically for the credit and lending  space that is extremely adaptable to any business, compliance regulation, and  country requirement. It consists of modular decision management, process  management, and business intelligence products used to develop smart, dynamic  applications for credit, risk management, and lending. Flexibility along with  control and analytical features allow our customers to be faster, better, and  more efficient.</p>",http://www.finovate.com/europe14vid/crif.html,http://www.finovate.com/europe14vid/logos/CRIF.jpg,//fast.wistia.net/embed/iframe/8kwtfal4nn
Atsora,2014,Europe,"Katarzyna Sadowska (CEO), Anna Ciesielska (COO & Founding Partner), Krzysztof Pulkiewicz (CTO)","Piotr Sienkiewicz (Head of Profound Ventures), Stanisław Matuszewski",Waldemar Sielski was the first GM of Microsoft Poland and ran the office in the first 8 years of Microsoft Corporation’s presence in Poland.,Profound Ventures,"BCMLogic Solutions, Microsoft, Open Bank Project",Undergoing two Proof of Concept projects with banks.,"<strong>Website: </strong><a target=""_blank"" href=""http://www.atsora.com"">atsora.com</a><br>
                      <strong>Twitter:</strong> <a href=""http://twitter.com/AtsoraTeam"" target=""_blank"">@AtsoraTeam</a><br>
                      <br>
                      <strong> HQ: </strong>Warsaw, Poland<br>
                               <strong>Founded: </strong>December 2013<br>
                      <strong>Product Demoed: </strong>Momentum<br>
                               <strong>Product Launch: </strong>December  2013<br>
                               <strong>Metrics: </strong>less then 10  employees, backed up by VC<br>
                               <strong>Presenters: </strong>Krzysztof Pulkiewicz (CTO), Anna Ciesielska (COO)","                    <strong>How they describe themselves: </strong>Atsora provides financial  institutions with innovative, agile, and customer-driven tools for providing  value to business owners. We move SME to the Bank 3.0 world. Our goal is to change the  way Banks communicate and collaborate with SME customers. We combine financial  analytics and cutting edge mobile and online technology with UX focused  functionality. We offer two business  variants for Banks: (1) Bank offers the application as a third company service in  addition to SME existing e-banking or as a standalone application, (2) white-labeled solution bank  integrates Momentum into existing SME e-banking service. Atsora is composed by ex-  financial technology consultants, bank, and insurance managers backed up with a  software house team.                    <p><strong>How they describe their product/innovation:</strong> Momentum is a software  placed between the SME and Bank. One, integrated online and mobile application  is used for planning business models and monitoring the cash flow and growth  based on financial data. Users can easily share selected information with the Bank  in order to get tailor-made offers and on-time support. The SME receives a  complimentary set of functionality helping with cash flow and business model  planning, cost optimization, and client profitability management. Everything  seamlessly integrates with bank accounts, providing a real-time view on  business. The Bank in turn gets better insight and can deliver the products  exactly as needed. We support all phases of the SME lifecycle in order to  improve cross selling and proactively manage retention.</p>",http://www.finovate.com/europe14vid/atsora.html,http://www.finovate.com/europe14vid/logos/atsora.jpg,//fast.wistia.net/embed/iframe/1s3wpza2aw
